Time (s),Real Altitude (m),Real Velocity (m/s),Real Acceleration (m/s^2),Analytical Altitude (m),Analytical Velocity (m/s),Analytical Acceleration (m/s^2),Explicit Euler Altitude (m),Explicit Euler Velocity (m/s),Explicit Euler Acceleration (m/s^2),RK4 Altitude (m),RK4 Velocity (m/s),RK4 Acceleration (m/s^2),,,,
5.6,245.7573799,10.21652409,-10.68910586,247.7528065,13.88038398,-10.24602967,250.7921646,13.98307112,-10.23731131,247.4549501,13.88844274,-10.23164556,,,,
5.601,245.7693545,10.20581355,-10.68975905,247.7666818,13.87013827,-10.24537241,250.8061374,13.97283443,-10.23668085,247.4688385,13.87823197,-10.23102088,,,,
5.602,245.781329,10.195103,-10.69041224,247.7805468,13.85989323,-10.24471567,250.8201,13.96259838,-10.23605088,247.4827168,13.86802179,-10.23039669,,,,
5.603,245.793841,10.183296,-10.69256775,247.7944016,13.84964884,-10.24405946,250.8340524,13.95236296,-10.23542142,247.4965848,13.85781221,-10.229773,,,,
5.604,245.806353,10.171489,-10.69472327,247.8082461,13.83940511,-10.24340378,250.8479945,13.94212817,-10.23479246,247.5104426,13.84760322,-10.22914981,,,,
5.605,245.818865,10.159682,-10.69687878,247.8220804,13.82916204,-10.24274862,250.8619264,13.93189401,-10.234164,247.5242902,13.83739482,-10.22852711,,,,
5.606,245.831377,10.147875,-10.69903429,247.8359044,13.81891961,-10.24209399,250.8758481,13.92166047,-10.23353604,247.5381276,13.82718702,-10.2279049,,,,
5.607,245.843889,10.136068,-10.70118981,247.8497182,13.80867785,-10.24143989,250.8897595,13.91142756,-10.23290858,247.5519548,13.81697981,-10.22728319,,,,
5.608,245.856401,10.124261,-10.70334532,247.8635218,13.79843673,-10.24078632,250.9036607,13.90119528,-10.23228163,247.5657718,13.80677319,-10.22666197,,,,
5.609,245.868913,10.112454,-10.70550083,247.8773151,13.78819627,-10.24013327,250.9175516,13.89096362,-10.23165517,247.5795785,13.79656716,-10.22604125,,,,
5.61,245.881425,10.100647,-10.70765634,247.8910982,13.77795647,-10.23948075,250.9314324,13.8807326,-10.23102922,247.5933751,13.78636172,-10.22542103,,,,
5.611,245.893937,10.08884,-10.70981186,247.904871,13.76771731,-10.23882875,250.9453029,13.87050219,-10.23040376,247.6071615,13.77615687,-10.2248013,,,,
5.612,245.906449,10.077033,-10.71196737,247.9186336,13.75747881,-10.23817728,250.9591631,13.86027241,-10.22977881,247.6209376,13.76595261,-10.22418206,,,,
5.613,245.9184198,10.06602183,-10.71076986,247.932386,13.74724096,-10.23752634,250.9730132,13.85004326,-10.22915436,247.6347036,13.75574894,-10.22356332,,,,
5.614,245.9303907,10.05501067,-10.70957236,247.9461281,13.73700376,-10.23687592,250.986853,13.83981473,-10.22853041,247.6484593,13.74554586,-10.22294508,,,,
5.615,245.9423615,10.0439995,-10.70837485,247.95986,13.72676721,-10.23622603,251.0006826,13.82958682,-10.22790695,247.6622049,13.73534337,-10.22232732,,,,
5.616,245.9543323,10.03298833,-10.70717735,247.9735816,13.7165313,-10.23557666,251.014502,13.81935954,-10.227284,247.6759402,13.72514147,-10.22171007,,,,
5.617,245.9663032,10.02197717,-10.70597984,247.987293,13.70629605,-10.23492782,251.0283111,13.80913288,-10.22666155,247.6896653,13.71494015,-10.2210933,,,,
5.618,245.978274,10.010966,-10.70478233,248.0009942,13.69606145,-10.2342795,251.04211,13.79890684,-10.2260396,247.7033803,13.70473942,-10.22047703,,,,
5.619,245.9902448,9.999954833,-10.70358483,248.0146852,13.68582749,-10.23363171,251.0558987,13.78868142,-10.22541815,247.717085,13.69453928,-10.21986126,,,,
5.62,246.0022157,9.988943667,-10.70238732,248.0283659,13.67559419,-10.23298445,251.0696771,13.77845662,-10.22479719,247.7307796,13.68433972,-10.21924597,,,,
5.621,246.0141865,9.9779325,-10.70118982,248.0420363,13.66536152,-10.23233771,251.0834454,13.76823244,-10.22417674,247.7444639,13.67414075,-10.21863119,,,,
5.622,246.0261573,9.966921333,-10.69999231,248.0556966,13.65512951,-10.23169149,251.0972034,13.75800889,-10.22355679,247.758138,13.66394236,-10.21801689,,,,
5.623,246.0381282,9.955910167,-10.69879481,248.0693466,13.64489814,-10.2310458,251.1109512,13.74778595,-10.22293733,247.771802,13.65374456,-10.21740309,,,,
5.624,246.050099,9.944899,-10.6975973,248.0829864,13.63466742,-10.23040064,251.1246887,13.73756363,-10.22231838,247.7854557,13.64354734,-10.21678978,,,,
5.625,246.0622445,9.934345909,-10.69433136,248.0966159,13.62443734,-10.229756,251.1384161,13.72734193,-10.22169992,247.7990993,13.63335071,-10.21617697,,,,
5.626,246.0743899,9.923792818,-10.69106542,248.1102353,13.61420791,-10.22911188,251.1521332,13.71712085,-10.22108197,247.8127326,13.62315466,-10.21556465,,,,
5.627,246.0865354,9.913239727,-10.68779948,248.1238444,13.60397912,-10.22846829,251.1658401,13.70690039,-10.22046451,247.8263558,13.61295919,-10.21495282,,,,
5.628,246.0986808,9.902686636,-10.68453354,248.1374432,13.59375097,-10.22782522,251.1795368,13.69668054,-10.21984755,247.8399687,13.60276431,-10.21434148,,,,
5.629,246.1108263,9.892133545,-10.6812676,248.1510319,13.58352347,-10.22718267,251.1932232,13.68646131,-10.21923109,247.8535715,13.59257,-10.21373064,,,,
5.63,246.1229717,9.881580455,-10.67800165,248.1646103,13.5732966,-10.22654065,251.2068995,13.67624269,-10.21861513,247.8671641,13.58237628,-10.21312029,,,,
5.631,246.1351172,9.871027364,-10.67473571,248.1781784,13.56307038,-10.22589916,251.2205655,13.66602469,-10.21799966,247.8807465,13.57218314,-10.21251043,,,,
5.632,246.1472626,9.860474273,-10.67146977,248.1917364,13.5528448,-10.22525818,251.2342213,13.65580731,-10.2173847,247.8943186,13.56199058,-10.21190107,,,,
5.633,246.1594081,9.849921182,-10.66820383,248.2052841,13.54261987,-10.22461774,251.2478669,13.64559054,-10.21677023,247.9078806,13.55179859,-10.2112922,,,,
5.634,246.1715535,9.839368091,-10.66493789,248.2188216,13.53239557,-10.22397781,251.2615023,13.63537438,-10.21615626,247.9214324,13.54160719,-10.21068382,,,,
5.635,246.183699,9.828815,-10.66167195,248.2323489,13.52217191,-10.22333841,251.2751274,13.62515884,-10.21554279,247.934974,13.53141637,-10.21007593,,,,
5.636,246.196375,9.8174069,-10.65879792,248.245866,13.51194889,-10.22269953,251.2887424,13.61494391,-10.21492982,247.9485054,13.52122612,-10.20946853,,,,
5.637,246.209051,9.8059988,-10.6559239,248.2593728,13.50172651,-10.22206117,251.3023471,13.60472959,-10.21431734,247.9620267,13.51103646,-10.20886163,,,,
5.638,246.221727,9.7945907,-10.65304987,248.2728694,13.49150477,-10.22142334,251.3159416,13.59451589,-10.21370536,247.9755377,13.50084737,-10.20825522,,,,
5.639,246.234403,9.7831826,-10.65017585,248.2863558,13.48128367,-10.22078603,251.3295259,13.58430279,-10.21309388,247.9890386,13.49065886,-10.2076493,,,,
5.64,246.247079,9.7717745,-10.64730182,248.299832,13.4710632,-10.22014924,251.3431,13.57409031,-10.2124829,248.0025292,13.48047092,-10.20704387,,,,
5.641,246.259755,9.7603664,-10.6444278,248.313298,13.46084337,-10.21951297,251.3566639,13.56387844,-10.21187241,248.0160097,13.47028356,-10.20643893,,,,
5.642,246.272431,9.7489583,-10.64155377,248.3267537,13.45062417,-10.21887723,251.3702176,13.55366717,-10.21126242,248.02948,13.46009678,-10.20583449,,,,
5.643,246.285107,9.7375502,-10.63867975,248.3401992,13.44040561,-10.21824201,251.383761,13.54345652,-10.21065293,248.0429401,13.44991057,-10.20523053,,,,
5.644,246.297783,9.7261421,-10.63580572,248.3536345,13.43018769,-10.21760731,251.3972943,13.53324648,-10.21004394,248.05639,13.43972494,-10.20462707,,,,
5.645,246.310459,9.714734,-10.6329317,248.3670596,13.4199704,-10.21697314,251.4108173,13.52303704,-10.20943544,248.0698297,13.42953988,-10.2040241,,,,
5.646,246.3221557,9.704256833,-10.63113544,248.3804744,13.40975374,-10.21633948,251.4243301,13.51282821,-10.20882744,248.0832592,13.41935539,-10.20342162,,,,
5.647,246.3338523,9.693779667,-10.62933918,248.3938791,13.39953772,-10.21570635,251.4378327,13.50261999,-10.20821993,248.0966786,13.40917148,-10.20281963,,,,
5.648,246.345549,9.6833025,-10.62754292,248.4072735,13.38932233,-10.21507374,251.4513252,13.49241238,-10.20761292,248.1100878,13.39898814,-10.20221813,,,,
5.649,246.3572457,9.672825333,-10.62574667,248.4206577,13.37910757,-10.21444165,251.4648074,13.48220537,-10.20700641,248.1234868,13.38880537,-10.20161713,,,,
5.65,246.3689423,9.662348167,-10.62395041,248.4340317,13.36889344,-10.21381008,251.4782794,13.47199897,-10.20640039,248.1368756,13.37862318,-10.20101661,,,,
5.651,246.380639,9.651871,-10.62215415,248.4473955,13.35867995,-10.21317903,251.4917412,13.46179318,-10.20579487,248.1502542,13.36844156,-10.20041658,,,,
5.652,246.3923357,9.641393833,-10.62035789,248.4607491,13.34846709,-10.21254851,251.5051927,13.45158799,-10.20518985,248.1636226,13.3582605,-10.19981705,,,,
5.653,246.4040323,9.630916667,-10.61856163,248.4740925,13.33825485,-10.21191851,251.5186341,13.4413834,-10.20458532,248.1769809,13.34808002,-10.199218,,,,
5.654,246.415729,9.6204395,-10.61676537,248.4874256,13.32804325,-10.21128902,251.5320653,13.43117942,-10.20398129,248.190329,13.33790011,-10.19861944,,,,
5.655,246.4274257,9.609962333,-10.61496912,248.5007485,13.31783227,-10.21066006,251.5454863,13.42097605,-10.20337775,248.2036669,13.32772077,-10.19802138,,,,
5.656,246.4391223,9.599485167,-10.61317286,248.5140613,13.30762193,-10.21003162,251.5588971,13.41077327,-10.20277471,248.2169946,13.31754199,-10.1974238,,,,
5.657,246.450819,9.589008,-10.6113766,248.5273638,13.29741221,-10.2094037,251.5722976,13.4005711,-10.20217216,248.2303121,13.30736379,-10.19682672,,,,
5.658,246.4628682,9.578765583,-10.61197535,248.5406561,13.28720312,-10.2087763,251.585688,13.39036953,-10.20157011,248.2436195,13.29718615,-10.19623012,,,,
5.659,246.4749173,9.568523167,-10.61257411,248.5539382,13.27699466,-10.20814942,251.5990682,13.38016856,-10.20096855,248.2569167,13.28700908,-10.19563402,,,,
5.66,246.4869665,9.55828075,-10.61317286,248.5672101,13.26678682,-10.20752306,251.6124381,13.36996819,-10.20036749,248.2702037,13.27683258,-10.1950384,,,,
5.661,246.4990157,9.548038333,-10.61377161,248.5804718,13.25657961,-10.20689722,251.6257979,13.35976843,-10.19976693,248.2834805,13.26665665,-10.19444327,,,,
5.662,246.5110648,9.537795917,-10.61437037,248.5937232,13.24637303,-10.2062719,251.6391475,13.34956926,-10.19916686,248.2967472,13.25648128,-10.19384863,,,,
5.663,246.523114,9.5275535,-10.61496912,248.6069645,13.23616707,-10.2056471,251.6524868,13.33937069,-10.19856728,248.3100037,13.24630648,-10.19325449,,,,
5.664,246.5351632,9.517311083,-10.61556787,248.6201956,13.22596173,-10.20502282,251.665816,13.32917272,-10.1979682,248.32325,13.23613224,-10.19266083,,,,
5.665,246.5472123,9.507068667,-10.61616663,248.6334164,13.21575702,-10.20439906,251.679135,13.31897535,-10.19736961,248.3364861,13.22595857,-10.19206766,,,,
5.666,246.5592615,9.49682625,-10.61676538,248.6466271,13.20555293,-10.20377582,251.6924438,13.30877858,-10.19677152,248.3497121,13.21578546,-10.19147498,,,,
5.667,246.5713107,9.486583833,-10.61736413,248.6598275,13.19534947,-10.2031531,251.7057423,13.29858241,-10.19617392,248.3629278,13.20561292,-10.19088278,,,,
5.668,246.5833598,9.476341417,-10.61796289,248.6730178,13.18514663,-10.20253089,251.7190307,13.28838683,-10.19557681,248.3761335,13.19544094,-10.19029108,,,,
5.669,246.595409,9.466099,-10.61856164,248.6861978,13.17494441,-10.20190921,251.7323089,13.27819185,-10.1949802,248.3893289,13.18526952,-10.18969987,,,,
5.67,246.6072323,9.456130417,-10.60239526,248.6993677,13.16474281,-10.20128805,251.7455769,13.26799747,-10.19438409,248.4025142,13.17509866,-10.18910914,,,,
5.671,246.6190557,9.446161833,-10.58622887,248.7125273,13.15454183,-10.2006674,251.7588347,13.25780368,-10.19378846,248.4156893,13.16492837,-10.1885189,,,,
5.672,246.630879,9.43619325,-10.57006249,248.7256768,13.14434147,-10.20004727,251.7720823,13.24761048,-10.19319334,248.4288542,13.15475864,-10.18792915,,,,
5.673,246.6427023,9.426224667,-10.5538961,248.738816,13.13414174,-10.19942767,251.7853198,13.23741789,-10.1925987,248.442009,13.14458947,-10.18733989,,,,
5.674,246.6545257,9.416256083,-10.53772972,248.7519451,13.12394262,-10.19880858,251.798547,13.22722588,-10.19200456,248.4551535,13.13442086,-10.18675112,,,,
5.675,246.666349,9.4062875,-10.52156333,248.7650639,13.11374412,-10.19819001,251.811764,13.21703447,-10.19141091,248.468288,13.12425281,-10.18616283,,,,
5.676,246.6781723,9.396318917,-10.50539695,248.7781725,13.10354624,-10.19757196,251.8249709,13.20684365,-10.19081775,248.4814122,13.11408532,-10.18557504,,,,
5.677,246.6899957,9.386350333,-10.48923057,248.791271,13.09334898,-10.19695442,251.8381675,13.19665343,-10.19022509,248.4945263,13.10391839,-10.18498773,,,,
5.678,246.701819,9.37638175,-10.47306418,248.8043592,13.08315233,-10.19633741,251.851354,13.18646379,-10.18963292,248.5076302,13.09375202,-10.18440091,,,,
5.679,246.7136423,9.366413167,-10.4568978,248.8174373,13.0729563,-10.19572091,251.8645303,13.17627475,-10.18904124,248.520724,13.08358621,-10.18381457,,,,
5.68,246.7254657,9.356444583,-10.44073141,248.8305052,13.06276089,-10.19510493,251.8776963,13.1660863,-10.18845006,248.5338076,13.07342096,-10.18322873,,,,
5.681,246.737289,9.346476,-10.42456503,248.8435628,13.05256609,-10.19448946,251.8908522,13.15589844,-10.18785937,248.546881,13.06325626,-10.18264337,,,,
5.682,246.7489217,9.336823364,-10.43175009,248.8566103,13.04237191,-10.19387452,251.9039979,13.14571118,-10.18726917,248.5599442,13.05309212,-10.1820585,,,,
5.683,246.7605545,9.327170727,-10.43893515,248.8696476,13.03217834,-10.19326009,251.9171335,13.1355245,-10.18667946,248.5729973,13.04292854,-10.18147411,,,,
5.684,246.7721872,9.317518091,-10.44612021,248.8826746,13.02198539,-10.19264618,251.9302588,13.12533841,-10.18609025,248.5860403,13.03276551,-10.18089022,,,,
5.685,246.7838199,9.307865455,-10.45330527,248.8956915,13.01179305,-10.19203279,251.943374,13.1151529,-10.18550153,248.599073,13.02260304,-10.18030681,,,,
5.686,246.7954526,9.298212818,-10.46049033,248.9086982,13.00160132,-10.19141992,251.9564789,13.10496799,-10.1849133,248.6120956,13.01244112,-10.17972388,,,,
5.687,246.8070854,9.288560182,-10.4676754,248.9216947,12.99141021,-10.19080756,251.9695737,13.09478366,-10.18432556,248.6251081,13.00227976,-10.17914145,,,,
5.688,246.8187181,9.278907545,-10.47486046,248.934681,12.98121971,-10.19019572,251.9826583,13.08459993,-10.18373832,248.6381103,12.99211895,-10.1785595,,,,
5.689,246.8303508,9.269254909,-10.48204552,248.9476572,12.97102982,-10.18958439,251.9957327,13.07441678,-10.18315156,248.6511025,12.9819587,-10.17797803,,,,
5.69,246.8419835,9.259602273,-10.48923058,248.9606231,12.96084054,-10.18897358,252.008797,13.06423421,-10.1825653,248.6640844,12.971799,-10.17739706,,,,
5.691,246.8536163,9.249949636,-10.49641564,248.9735789,12.95065187,-10.18836329,252.021851,13.05405223,-10.18197953,248.6770562,12.96163985,-10.17681657,,,,
5.692,246.865249,9.240297,-10.5036007,248.9865244,12.94046381,-10.18775352,252.0348949,13.04387084,-10.18139425,248.6900179,12.95148125,-10.17623656,,,,
5.693,246.8766545,9.230687455,-10.50817301,248.9994598,12.93027636,-10.18714426,252.0479286,13.03369003,-10.18080946,248.7029693,12.94132321,-10.17565705,,,,
5.694,246.8880599,9.221077909,-10.51274532,249.012385,12.92008952,-10.18653551,252.0609521,13.0235098,-10.18022517,248.7159107,12.93116572,-10.17507802,,,,
5.695,246.8994654,9.211468364,-10.51731763,249.0253,12.90990329,-10.18592729,252.0739654,13.01333016,-10.17964136,248.7288418,12.92100877,-10.17449947,,,,
5.696,246.9108708,9.201858818,-10.52188994,249.0382048,12.89971767,-10.18531958,252.0869686,13.0031511,-10.17905805,248.7417628,12.91085238,-10.17392141,,,,
5.697,246.9222763,9.192249273,-10.52646225,249.0510994,12.88953265,-10.18471238,252.0999615,12.99297263,-10.17847522,248.7546737,12.90069654,-10.17334384,,,,
5.698,246.9336817,9.182639727,-10.53103455,249.0639838,12.87934824,-10.1841057,252.1129443,12.98279473,-10.17789289,248.7675744,12.89054125,-10.17276675,,,,
5.699,246.9450872,9.173030182,-10.53560686,249.0768581,12.86916444,-10.18349954,252.125917,12.97261742,-10.17731105,248.7804649,12.88038651,-10.17219015,,,,
5.7,246.9564926,9.163420636,-10.54017917,249.0897222,12.85898124,-10.18289389,252.1388794,12.96244069,-10.1767297,248.7933453,12.87023232,-10.17161403,,,,
5.701,246.9678981,9.153811091,-10.54475148,249.1025761,12.84879865,-10.18228876,252.1518317,12.95226454,-10.17614884,248.8062155,12.86007867,-10.1710384,,,,
5.702,246.9793035,9.144201545,-10.54932379,249.1154198,12.83861667,-10.18168414,252.1647737,12.94208898,-10.17556847,248.8190756,12.84992557,-10.17046325,,,,
5.703,246.990709,9.134592,-10.5538961,249.1282533,12.82843528,-10.18108004,252.1777057,12.93191399,-10.17498859,248.8319256,12.83977302,-10.16988859,,,,
5.704,247.0032126,9.123651182,-10.5591216,249.1410766,12.81825451,-10.18047646,252.1906274,12.92173958,-10.1744092,248.8447653,12.82962102,-10.16931442,,,,
5.705,247.0157163,9.112710364,-10.5643471,249.1538898,12.80807433,-10.17987338,252.203539,12.91156575,-10.1738303,248.8575949,12.81946956,-10.16874073,,,,
5.706,247.0282199,9.101769545,-10.5695726,249.1666928,12.79789476,-10.17927083,252.2164404,12.9013925,-10.17325189,248.8704144,12.80931865,-10.16816752,,,,
5.707,247.0407235,9.090828727,-10.5747981,249.1794856,12.78771579,-10.17866878,252.2293316,12.89121982,-10.17267397,248.8832237,12.79916828,-10.1675948,,,,
5.708,247.0532272,9.079887909,-10.5800236,249.1922682,12.77753742,-10.17806726,252.2422126,12.88104773,-10.17209653,248.8960229,12.78901846,-10.16702256,,,,
5.709,247.0657308,9.068947091,-10.5852491,249.2050407,12.76735966,-10.17746624,252.2550835,12.87087621,-10.17151959,248.9088119,12.77886919,-10.16645081,,,,
5.71,247.0782345,9.058006273,-10.5904746,249.2178029,12.75718249,-10.17686574,252.2679442,12.86070526,-10.17094314,248.9215908,12.76872045,-10.16587955,,,,
5.711,247.0907381,9.047065455,-10.5957001,249.230555,12.74700592,-10.17626576,252.2807947,12.8505349,-10.17036718,248.9343595,12.75857226,-10.16530876,,,,
5.712,247.1032417,9.036124636,-10.6009256,249.2432969,12.73682996,-10.17566629,252.2936351,12.8403651,-10.16979171,248.9471181,12.74842462,-10.16473847,,,,
5.713,247.1157454,9.025183818,-10.6061511,249.2560287,12.72665459,-10.17506733,252.3064653,12.83019589,-10.16921672,248.9598665,12.73827751,-10.16416865,,,,
5.714,247.128249,9.014243,-10.6113766,249.2687503,12.71647982,-10.17446889,252.3192853,12.82002724,-10.16864223,248.9726048,12.72813095,-10.16359932,,,,
5.715,247.139744,9.004181667,-10.60718532,249.2814616,12.70630565,-10.17387096,252.3320952,12.80985918,-10.16806822,248.9853329,12.71798493,-10.16303048,,,,
5.716,247.151239,8.994120333,-10.60299403,249.2941629,12.69613208,-10.17327355,252.3448949,12.79969168,-10.1674947,248.9980509,12.70783945,-10.16246211,,,,
5.717,247.162734,8.984059,-10.59880275,249.3068539,12.68595911,-10.17267664,252.3576844,12.78952476,-10.16692168,249.0107587,12.69769452,-10.16189424,,,,
5.718,247.174229,8.973997667,-10.59461147,249.3195348,12.67578673,-10.17208026,252.3704638,12.77935841,-10.16634914,249.0234564,12.68755012,-10.16132684,,,,
5.719,247.185724,8.963936333,-10.59042018,249.3322055,12.66561494,-10.17148438,252.383233,12.76919263,-10.16577708,249.036144,12.67740626,-10.16075993,,,,
5.72,247.197219,8.953875,-10.5862289,249.344866,12.65544376,-10.17088902,252.395992,12.75902743,-10.16520552,249.0488214,12.66726294,-10.1601935,,,,
5.721,247.208714,8.943813667,-10.58203762,249.3575164,12.64527317,-10.17029417,252.4087409,12.74886279,-10.16463445,249.0614887,12.65712017,-10.15962756,,,,
5.722,247.220209,8.933752333,-10.57784633,249.3701566,12.63510317,-10.16969984,252.4214795,12.73869873,-10.16406386,249.0741458,12.64697792,-10.1590621,,,,
5.723,247.231704,8.923691,-10.57365505,249.3827866,12.62493377,-10.16910601,252.4342081,12.72853524,-10.16349376,249.0867928,12.63683622,-10.15849712,,,,
5.724,247.243199,8.913629667,-10.56946377,249.3954064,12.61476496,-10.1685127,252.4469265,12.71837231,-10.16292415,249.0994296,12.62669506,-10.15793263,,,,
5.725,247.254694,8.903568333,-10.56527248,249.4080161,12.60459674,-10.1679199,252.4596347,12.70820996,-10.16235503,249.1120563,12.61655443,-10.15736862,,,,
5.726,247.266189,8.893507,-10.5610812,249.4206156,12.59442912,-10.16732762,252.4723327,12.69804817,-10.1617864,249.1246728,12.60641434,-10.15680509,,,,
5.727,247.2766857,8.883962583,-10.55150112,249.433205,12.58426209,-10.16673585,252.4850206,12.68788695,-10.16121825,249.1372793,12.59627478,-10.15624205,,,,
5.728,247.2871823,8.874418167,-10.54192103,249.4457841,12.57409565,-10.16614459,252.4976983,12.6777263,-10.16065059,249.1498755,12.58613576,-10.15567948,,,,
5.729,247.297679,8.86487375,-10.53234095,249.4583532,12.5639298,-10.16555384,252.5103659,12.66756622,-10.16008342,249.1624617,12.57599728,-10.1551174,,,,
5.73,247.3081757,8.855329333,-10.52276087,249.470912,12.55376454,-10.1649636,252.5230233,12.6574067,-10.15951673,249.1750377,12.56585933,-10.15455581,,,,
5.731,247.3186723,8.845784917,-10.51318078,249.4834607,12.54359987,-10.16437388,252.5356705,12.64724775,-10.15895053,249.1876035,12.55572191,-10.15399469,,,,
5.732,247.329169,8.8362405,-10.5036007,249.4959992,12.53343579,-10.16378467,252.5483076,12.63708937,-10.15838482,249.2001592,12.54558503,-10.15343406,,,,
5.733,247.3396657,8.826696083,-10.49402062,249.5085276,12.5232723,-10.16319597,252.5609346,12.62693155,-10.1578196,249.2127048,12.53544868,-10.15287391,,,,
5.734,247.3501623,8.817151667,-10.48444053,249.5210458,12.5131094,-10.16260778,252.5735513,12.61677429,-10.15725486,249.2252403,12.52531287,-10.15231424,,,,
5.735,247.360659,8.80760725,-10.47486045,249.5335538,12.50294708,-10.1620201,252.586158,12.6066176,-10.15669061,249.2377656,12.51517759,-10.15175506,,,,
5.736,247.3711557,8.798062833,-10.46528037,249.5460516,12.49278536,-10.16143294,252.5987544,12.59646147,-10.15612685,249.2502808,12.50504284,-10.15119635,,,,
5.737,247.3816523,8.788518417,-10.45570028,249.5585394,12.48262422,-10.16084628,252.6113407,12.58630591,-10.15556358,249.2627858,12.49490862,-10.15063813,,,,
5.738,247.392149,8.778974,-10.4461202,249.5710169,12.47246366,-10.16026014,252.6239169,12.57615091,-10.15500079,249.2752807,12.48477493,-10.15008039,,,,
5.739,247.403199,8.768488273,-10.44873295,249.5834843,12.4623037,-10.1596745,252.6364829,12.56599647,-10.15443848,249.2877655,12.47464177,-10.14952313,,,,
5.74,247.414249,8.758002545,-10.4513457,249.5959415,12.45214432,-10.15908938,252.6490387,12.55584259,-10.15387666,249.3002401,12.46450915,-10.14896636,,,,
5.741,247.425299,8.747516818,-10.45395845,249.6083886,12.44198552,-10.15850477,252.6615844,12.54568928,-10.15331533,249.3127046,12.45437705,-10.14841006,,,,
5.742,247.436349,8.737031091,-10.4565712,249.6208255,12.43182731,-10.15792067,252.6741199,12.53553653,-10.15275449,249.325159,12.44424548,-10.14785425,,,,
5.743,247.447399,8.726545364,-10.45918395,249.6332522,12.42166968,-10.15733708,252.6866453,12.52538433,-10.15219413,249.3376033,12.43411444,-10.14729892,,,,
5.744,247.458449,8.716059636,-10.4617967,249.6456688,12.41151263,-10.156754,252.6991606,12.5152327,-10.15163426,249.3500374,12.42398393,-10.14674407,,,,
5.745,247.469499,8.705573909,-10.46440945,249.6580752,12.40135617,-10.15617144,252.7116656,12.50508162,-10.15107487,249.3624614,12.41385395,-10.1461897,,,,
5.746,247.480549,8.695088182,-10.4670222,249.6704715,12.39120029,-10.15558938,252.7241606,12.49493111,-10.15051597,249.3748752,12.40372449,-10.14563581,,,,
5.747,247.491599,8.684602455,-10.46963495,249.6828576,12.38104499,-10.15500783,252.7366454,12.48478115,-10.14995755,249.3872789,12.39359556,-10.1450824,,,,
5.748,247.502649,8.674116727,-10.4722477,249.6952336,12.37089027,-10.15442679,252.74912,12.47463175,-10.14939962,249.3996725,12.38346716,-10.14452947,,,,
5.749,247.513699,8.663631,-10.47486045,249.7075994,12.36073614,-10.15384626,252.7615845,12.46448291,-10.14884217,249.412056,12.37333929,-10.14397702,,,,
5.75,247.5245108,8.653077364,-10.46898177,249.7199551,12.35058258,-10.15326625,252.7740388,12.45433462,-10.14828521,249.4244293,12.36321193,-10.14342506,,,,
5.751,247.5353226,8.642523727,-10.46310309,249.7323006,12.3404296,-10.15268674,252.786483,12.44418689,-10.14772874,249.4367926,12.35308511,-10.14287357,,,,
5.752,247.5461345,8.631970091,-10.4572244,249.7446359,12.33027721,-10.15210774,252.798917,12.43403972,-10.14717275,249.4491456,12.34295881,-10.14232257,,,,
5.753,247.5569463,8.621416455,-10.45134572,249.7569611,12.32012539,-10.15152925,252.8113409,12.4238931,-10.14661724,249.4614886,12.33283303,-10.14177204,,,,
5.754,247.5677581,8.610862818,-10.44546704,249.7692762,12.30997415,-10.15095127,252.8237547,12.41374704,-10.14606222,249.4738214,12.32270778,-10.141222,,,,
5.755,247.5785699,8.600309182,-10.43958836,249.7815811,12.29982348,-10.1503738,252.8361583,12.40360153,-10.14550769,249.4861441,12.31258305,-10.14067243,,,,
5.756,247.5893817,8.589755545,-10.43370968,249.7938758,12.2896734,-10.14979684,252.8485517,12.39345658,-10.14495363,249.4984567,12.30245884,-10.14012335,,,,
5.757,247.6001935,8.579201909,-10.427831,249.8061604,12.27952389,-10.14922039,252.860935,12.38331218,-10.14440007,249.5107592,12.29233516,-10.13957475,,,,
5.758,247.6110054,8.568648273,-10.42195231,249.8184349,12.26937496,-10.14864444,252.8733082,12.37316833,-10.14384699,249.5230515,12.282212,-10.13902662,,,,
5.759,247.6218172,8.558094636,-10.41607363,249.8306992,12.2592266,-10.14806901,252.8856712,12.36302504,-10.14329439,249.5353337,12.27208936,-10.13847898,,,,
5.76,247.632629,8.547541,-10.41019495,249.8429533,12.24907882,-10.14749408,252.8980241,12.3528823,-10.14274227,249.5476058,12.26196724,-10.13793181,,,,
5.761,247.6434354,8.536827909,-10.41411407,249.8551974,12.23893161,-10.14691967,252.9103669,12.3427401,-10.14219064,249.5598678,12.25184564,-10.13738513,,,,
5.762,247.6542417,8.526114818,-10.41803319,249.8674312,12.22878498,-10.14634576,252.9226995,12.33259847,-10.1416395,249.5721196,12.24172456,-10.13683892,,,,
5.763,247.6650481,8.515401727,-10.42195231,249.8796549,12.21863892,-10.14577236,252.9350219,12.32245738,-10.14108884,249.5843614,12.231604,-10.1362932,,,,
5.764,247.6758545,8.504688636,-10.42587143,249.8918685,12.20849344,-10.14519946,252.9473342,12.31231684,-10.14053866,249.596593,12.22148396,-10.13574795,,,,
5.765,247.6866608,8.493975545,-10.42979055,249.9040719,12.19834852,-10.14462708,252.9596364,12.30217685,-10.13998896,249.6088144,12.21136444,-10.13520318,,,,
