Time (s),Real Altitude (m),Real Velocity (m/s),Real Acceleration (m/s^2),Analytical Altitude (m),Analytical Velocity (m/s),Analytical Acceleration (m/s^2),Explicit Euler Altitude (m),Explicit Euler Velocity (m/s),Explicit Euler Acceleration (m/s^2),RK4 Altitude (m),RK4 Velocity (m/s),RK4 Acceleration (m/s^2),,,,
0,0.11596881,0.057805404,26.204863,0,0,107.63935,,,,,,,,,,
0.001,0.110697501,0.109158816,28.50669455,5.38E-05,0.107639341,107.6393239,0.010094358,0.094358052,94.3580522,0.01,0.094366044,94.35270538,,,Method,Apogee (m)
0.002,0.105426192,0.160512229,30.80852609,0.000215279,0.21527863,107.6392454,0.010283079,0.188721413,94.36336085,0.010094366,0.188732069,94.35264652,,,Real,254.0199842
0.003,0.100154883,0.211865641,33.11035764,0.000484377,0.322917815,107.6391147,0.01056617,0.283090045,94.36863185,0.010283098,0.283098037,95.59707967,,,Analytical,257.365209
0.004,0.094883574,0.263219053,35.41218918,0.000861114,0.430556842,107.6389317,0.010944878,0.37870876,95.61871552,0.010566196,0.378708761,96.8414715,,,Exp Euler,260.5417144
0.005,0.089612265,0.314572466,37.71402073,0.001345491,0.538195661,107.6386965,0.011420456,0.475577714,96.86895359,0.010944905,0.475564205,98.08582044,,,RK4,257.0991246
0.006,0.084340955,0.365925878,40.01585227,0.001937505,0.645834218,107.6384089,0.011994153,0.573697061,98.11934683,0.011420469,0.57366433,99.33012491,,,,
0.007,0.079069646,0.417279291,42.31768382,0.002637159,0.753472461,107.6380691,0.01266722,0.673066957,99.36989601,0.011994133,0.673009097,100.5743833,,,,
0.008,0.073798337,0.468632703,44.61951536,0.00344445,0.861110339,107.637677,0.013440908,0.773687559,100.6206019,0.012667143,0.773598465,101.8185939,,,,
0.009,0.068527028,0.519986115,46.92134691,0.004359379,0.968747798,107.6372326,0.014316467,0.875559024,101.8714651,0.013440741,0.875432392,102.4166614,,,,
0.01,0.063255719,0.571339528,49.22317845,0.005381946,1.076384786,107.636736,0.015294502,0.978035039,102.4760154,0.014316173,0.97786456,103.0146806,,,,
0.011,0.05798441,0.62269294,51.52501,0.006512149,1.184021252,107.636187,0.016375617,1.081115658,103.0806185,0.015294038,1.080894925,103.6126508,,,,
0.012,0.0527131,0.685115845,53.33564455,0.007749988,1.291657143,107.6355858,0.017560418,1.184800932,103.6852741,0.016374933,1.184523438,104.210571,,,,
0.013,0.04744179,0.747538751,55.14627909,0.009095463,1.399292407,107.6349323,0.018849509,1.289090914,104.289982,0.017559456,1.288750052,104.8084406,,,,
0.014,0.04217048,0.809961656,56.95691364,0.010548573,1.50692699,107.6342266,0.020243495,1.393985656,104.8947419,0.018848206,1.393574719,105.4062585,,,,
0.015,0.03689917,0.872384562,58.76754818,0.012109317,1.614560842,107.6334685,0.02174298,1.499485209,105.4995535,0.020241781,1.498997389,106.0040242,,,,
0.016,0.03162786,0.934807467,60.57818273,0.013777694,1.72219391,107.6326582,0.02334857,1.605589626,106.1044165,0.021740778,1.605018013,106.6017366,,,,
0.017,0.02635655,0.997230373,62.38881727,0.015553704,1.829826141,107.6317957,0.025060869,1.712298956,106.7093308,0.023345796,1.711636539,106.8340417,,,,
0.018,0.02108524,1.059653278,64.19945182,0.017437346,1.937457484,107.6308808,0.026880116,1.81924752,106.9485635,0.025057433,1.818487457,107.0662948,,,,
0.019,0.01581393,1.122076184,66.01008636,0.019428619,2.045087885,107.6299137,0.028806551,1.926435306,107.1877862,0.02687592,1.925570718,107.2984957,,,,
0.02,0.01054262,1.184499089,67.82072091,0.021527521,2.152717294,107.6288943,0.030840414,2.033862305,107.4269988,0.028801491,2.03288627,107.530644,,,,
0.021,0.00527131,1.246921995,69.63135545,0.023734053,2.260345657,107.6278227,0.032981942,2.141528506,107.666201,0.030834377,2.140434063,107.7627393,,,,
0.022,8.05E-17,1.3093449,71.44199,0.026048212,2.367972922,107.6266988,0.035231376,2.249433898,107.9053925,0.032974812,2.248214044,107.9947813,,,,
0.023,0.005798441,1.39388347,72.746079,0.028469998,2.475599037,107.6255227,0.037588955,2.357578471,108.144573,0.035223026,2.356226163,108.2267698,,,,
0.024,0.011596882,1.47842204,74.050168,0.03099941,2.58322395,107.6242943,0.040054917,2.465962214,108.3837425,0.037579252,2.464470366,108.4587043,,,,
0.025,0.017395323,1.56296061,75.354257,0.033636446,2.690847608,107.6230136,0.042629502,2.574585114,108.6229005,0.040043722,2.572946603,108.6905846,,,,
0.026,0.023193764,1.64749918,76.658346,0.036381105,2.79846996,107.6216807,0.045312949,2.683447161,108.8620468,0.042616669,2.681654819,108.9224102,,,,
0.027,0.028992205,1.73203775,77.962435,0.039233385,2.906090952,107.6202956,0.048105497,2.792548342,109.1011812,0.045298324,2.790594963,109.154181,,,,
0.028,0.034790646,1.81657632,79.266524,0.042193286,3.013710533,107.6188582,0.051007386,2.901888646,109.3403034,0.048088919,2.899766981,109.3858964,,,,
0.029,0.040589087,1.90111489,80.570613,0.045260806,3.121328651,107.6173686,0.054018854,3.011468059,109.5794132,0.050988685,3.009170819,109.6175563,,,,
0.03,0.046387528,1.98565346,81.874702,0.048435943,3.228945253,107.6158267,0.057140141,3.121286569,109.8185102,0.053997856,3.118806422,109.8491603,,,,
0.031,0.052185969,2.07019203,83.178791,0.051718696,3.336560287,107.6142326,0.060371485,3.231344163,110.0575943,0.057116663,3.228673738,110.080708,,,,
0.032,0.05798441,2.1547306,84.48288,0.055109063,3.444173701,107.6125862,0.063713126,3.341640829,110.2966653,0.060345336,3.338772711,110.312199,,,,
0.033,0.053152376,2.233296317,84.8014175,0.058607043,3.551785442,107.6108877,0.067165302,3.452176551,110.5357227,0.063684109,3.449103286,110.5436332,,,,
0.034,0.048320342,2.311862033,85.119955,0.062212633,3.659395459,107.6091369,0.070728254,3.562951318,110.7747664,0.067133212,3.559665409,110.7750101,,,,
0.035,0.043488307,2.39042775,85.4384925,0.065925833,3.767003698,107.6073338,0.074402219,3.673965114,111.0137961,0.070692878,3.670459022,111.0063293,,,,
0.036,0.038656273,2.468993467,85.75703,0.06974664,3.874610109,107.6054786,0.078187437,3.785217925,111.2528116,0.074363337,3.781484071,111.2375907,,,,
0.037,0.033824239,2.547559183,86.0755675,0.073675053,3.982214638,107.6035711,0.082084146,3.896709738,111.4918125,0.078144821,3.8927405,111.4687937,,,,
0.038,0.028992205,2.6261249,86.394105,0.077711069,4.089817234,107.6016115,0.086092587,4.008440536,111.7307987,0.082037561,4.00422825,111.6999381,,,,
0.039,0.024160171,2.704690617,86.7126425,0.081854687,4.197417844,107.5995996,0.090212997,4.120410306,111.9697698,0.08604179,4.115947267,111.9310235,,,,
0.04,0.019328137,2.783256333,87.03118,0.086105904,4.305016416,107.5975355,0.094445616,4.232619032,112.2087256,0.090157737,4.227897492,112.074224,,,,
0.041,0.014496102,2.86182205,87.3497175,0.090464719,4.412612897,107.5954192,0.098790595,4.344978662,112.35963,0.094385634,4.339991015,112.2173666,,,,
0.042,0.009664068,2.940387767,87.668255,0.094931129,4.520207237,107.5932507,0.103248084,4.457489166,112.5105043,0.098725625,4.452227781,112.3604509,,,,
0.043,0.004832034,3.018953483,87.9867925,0.099505132,4.627799381,107.5910301,0.107818235,4.570150515,112.6613483,0.103177853,4.564607734,112.5034769,,,,
0.044,1.83E-16,3.0975192,88.30533,0.104186727,4.735389279,107.5887572,0.112501197,4.682962676,112.8121619,0.107742461,4.677130815,112.6464443,,,,
0.045,0.00527131,3.187663855,88.75602855,0.10897591,4.842976878,107.5864322,0.117297123,4.795925621,112.9629448,0.112419592,4.789796968,112.7893528,,,,
0.046,0.01054262,3.277808509,89.20672709,0.11387268,4.950562126,107.5840549,0.122206162,4.909039318,113.1136968,0.117209389,4.902606137,112.9322024,,,,
0.047,0.01581393,3.367953164,89.65742564,0.118877034,5.058144971,107.5816256,0.127228466,5.022303736,113.2644178,0.122111995,5.015558263,113.0749927,,,,
0.048,0.02108524,3.458097818,90.10812418,0.123988969,5.16572536,107.579144,0.132364185,5.135718843,113.4151076,0.127127553,5.128653288,113.2177235,,,,
0.049,0.02635655,3.548242473,90.55882273,0.129208484,5.273303242,107.5766103,0.137613469,5.249284609,113.5657659,0.132256206,5.241891156,113.3603947,,,,
0.05,0.03162786,3.638387127,91.00952127,0.134535575,5.380878563,107.5740244,0.14297647,5.363001002,113.7163926,0.137498098,5.355271809,113.503006,,,,
0.051,0.03689917,3.728531782,91.46021982,0.13997024,5.488451273,107.5713863,0.148453338,5.476867989,113.8669875,0.142853369,5.468795187,113.6455572,,,,
0.052,0.04217048,3.818676436,91.91091836,0.145512476,5.596021318,107.5686961,0.154044224,5.59088554,114.0175504,0.148322165,5.582461232,113.7880481,,,,
0.053,0.04744179,3.908821091,92.36161691,0.151162282,5.703588648,107.5659538,0.159749277,5.705053621,114.1680811,0.153904626,5.696269887,113.9304785,,,,
0.054,0.0527131,3.998965745,92.81231545,0.156919653,5.811153209,107.5631593,0.16556865,5.8193722,114.3185794,0.159600896,5.810221091,114.0728482,,,,
0.055,0.05798441,4.0891104,93.263014,0.162784587,5.918714949,107.5603127,0.171502491,5.933841245,114.4690451,0.165411117,5.924314787,114.2151569,,,,
0.056,0.059239484,4.184417727,93.47007455,0.168757082,6.026273817,107.557414,0.177550952,6.048460723,114.619478,0.171335432,6.038550914,114.3574045,,,,
0.057,0.060494557,4.279725055,93.67713509,0.174837134,6.13382976,107.5544631,0.183714182,6.163230601,114.7698779,0.177373983,6.152929413,114.4995907,,,,
0.058,0.061749631,4.375032382,93.88419564,0.18102474,6.241382725,107.5514601,0.189992333,6.278150846,114.9202447,0.183526912,6.267450225,114.6417154,,,,
0.059,0.063004705,4.470339709,94.09125618,0.187319898,6.348932662,107.548405,0.196385555,6.393221424,115.0705781,0.189794362,6.382113289,114.7837782,,,,
0.06,0.064259778,4.565647036,94.29831673,0.193722604,6.456479518,107.5452978,0.202893997,6.508442302,115.2208779,0.196176475,6.496918546,114.9257791,,,,
0.061,0.065514852,4.660954364,94.50537727,0.200232856,6.564023241,107.5421385,0.20951781,6.623813446,115.3711439,0.202673394,6.611865935,115.0677177,,,,
0.062,0.066769925,4.756261691,94.71243782,0.20685065,6.671563778,107.5389272,0.216257145,6.739334822,115.521376,0.20928526,6.726955397,115.2095939,,,,
0.063,0.068024999,4.851569018,94.91949836,0.213575983,6.779101078,107.5356637,0.223112152,6.855006396,115.6715739,0.216012215,6.842186869,115.3514074,,,,
0.064,0.069280073,4.946876345,95.12655891,0.220408851,6.886635088,107.5323481,0.23008298,6.970828133,115.8217375,0.222854402,6.957560291,115.4931581,,,,
0.065,0.070535146,5.042183673,95.33361945,0.227349252,6.994165757,107.5289805,0.23716978,7.0868,115.9718665,0.229811962,7.073075602,115.6348456,,,,
0.066,0.07179022,5.137491,95.54068,0.234397181,7.101693032,107.5255608,0.244372702,7.202921961,116.1219608,0.236885038,7.188732741,115.7764699,,,,
0.067,0.065263836,5.234437818,95.69613818,0.241552637,7.209216861,107.522089,0.251691896,7.319193981,116.2720201,0.244073771,7.304531646,115.9180307,,,,
0.068,0.058737453,5.331384636,95.85159636,0.248815614,7.316737192,107.5185652,0.259127512,7.435616025,116.4220443,0.251378302,7.420472255,116.0595278,,,,
0.069,0.052211069,5.428331455,96.00705455,0.25618611,7.424253974,107.5149894,0.2666797,7.552188058,116.5720332,0.258798775,7.536554507,116.1544926,,,,
0.07,0.045684685,5.525278273,96.16251273,0.263664121,7.531767154,107.5113615,0.274348563,7.668863383,116.6753242,0.266335329,7.652731857,116.2493948,,,,
0.071,0.039158302,5.622225091,96.31797091,0.271249643,7.63927668,107.5076815,0.282134205,7.785641955,116.7785723,0.273988061,7.769004242,116.3442343,,,,
0.072,0.032631918,5.719171909,96.47342909,0.278942673,7.746782499,107.5039496,0.290036729,7.902523732,116.8817773,0.281757065,7.885371604,116.439011,,,,
0.073,0.026105535,5.816118727,96.62888727,0.286743207,7.854284561,107.5001656,0.298056237,8.019508671,116.9849392,0.289642437,8.00183388,116.5337246,,,,
0.074,0.019579151,5.913065545,96.78434545,0.294651241,7.961782813,107.4963296,0.306192834,8.136596729,117.0880577,0.297644271,8.118391009,116.628375,,,,
0.075,0.013052767,6.010012364,96.93980364,0.302666771,8.069277203,107.4924416,0.314446622,8.253787862,117.1911326,0.305762662,8.23504293,116.7229622,,,,
0.076,0.006526384,6.106959182,97.09526182,0.310789794,8.176767679,107.4885016,0.322817704,8.371082026,117.294164,0.313997705,8.351789581,116.8174858,,,,
0.077,0,6.203906,97.25072,0.319020305,8.284254189,107.4845097,0.331306183,8.488479177,117.3971515,0.322349494,8.4686309,116.9119459,,,,
0.078,0,6.3091581,97.3570596,0.327358301,8.391736681,107.4804657,0.339912162,8.605979272,117.5000951,0.330818125,8.585566826,117.0063423,,,,
0.079,0,6.4144102,97.4633992,0.335803777,8.499215103,107.4763698,0.348635745,8.723582267,117.6029946,0.339403692,8.702597296,117.1006748,,,,
0.08,0,6.5196623,97.5697388,0.34435673,8.606689404,107.4722219,0.357477033,8.841288117,117.7058498,0.348106289,8.819722249,117.1949432,,,,
0.081,0,6.6249144,97.6760784,0.353017154,8.71415953,107.468022,0.36643613,8.959096777,117.8086607,0.356926012,8.936941621,117.2891475,,,,
0.082,0,6.7301665,97.782418,0.361785047,8.82162543,107.4637702,0.375513138,9.077008204,117.911427,0.365862953,9.054255352,117.3832875,,,,
0.083,0,6.8354186,97.8887576,0.370660404,8.929087053,107.4594665,0.38470816,9.195022353,118.0141487,0.374917209,9.171663377,117.477363,,,,
0.084,0,6.9406707,97.9950972,0.37964322,9.036544346,107.4551108,0.394021299,9.313139178,118.1168255,0.384088872,9.289165635,117.5713739,,,,
0.085,0,7.0459228,98.1014368,0.388733491,9.143997257,107.4507032,0.403452658,9.431358636,118.2194573,0.393378038,9.406762062,117.6653201,,,,
0.086,0,7.1511749,98.2077764,0.397931213,9.251445735,107.4462437,0.413002339,9.54968068,118.322044,0.4027848,9.524452596,117.7592013,,,,
0.087,7.29E-16,7.256427,98.314116,0.407236381,9.358889727,107.4417323,0.422670444,9.668105265,118.4245854,0.412309252,9.642237173,117.8530176,,,,
0.088,0.010503201,7.350214083,98.76198433,0.416648991,9.466329182,107.4371689,0.432457076,9.786632347,118.5270814,0.421951489,9.760115731,117.9467686,,,,
0.089,0.021006402,7.444001167,99.20985267,0.426169038,9.573764048,107.4325537,0.442362338,9.905261878,118.6295319,0.431711605,9.878088205,118.0404544,,,,
0.09,0.031509603,7.53778825,99.657721,0.435796517,9.681194272,107.4278866,0.452386332,10.02399381,118.7319366,0.441589693,9.996154533,118.1340747,,,,
0.091,0.042012804,7.631575333,100.1055893,0.445531425,9.788619804,107.4231677,0.46252916,10.14282811,118.8342954,0.451585848,10.11431465,118.2276293,,,,
0.092,0.052516005,7.725362417,100.5534577,0.455373755,9.896040591,107.4183969,0.472790925,10.26176472,118.9366082,0.461700163,10.23256849,118.3211183,,,,
0.093,0.063019207,7.8191495,101.001326,0.465323504,10.00345658,107.4135742,0.483171728,10.38080359,119.0388749,0.471932731,10.350916,118.4145413,,,,
0.094,0.073522408,7.912936583,101.4491943,0.475380667,10.11086772,107.4086997,0.493671673,10.49994469,119.1410952,0.482283647,10.4693571,118.5078983,,,,
0.095,0.084025609,8.006723667,101.8970627,0.485545238,10.21827396,107.4037733,0.504290861,10.61918796,119.2432691,0.492753004,10.58789173,118.6011891,,,,
0.096,0.09452881,8.10051075,102.344931,0.495817213,10.32567525,107.3987951,0.515029394,10.73853335,119.3453964,0.503340896,10.70651984,118.6944136,,,,
0.097,0.105032011,8.194297833,102.7927993,0.506196587,10.43307154,107.3937651,0.525887375,10.85798083,119.4474769,0.514047416,10.82524135,118.7875716,,,,
0.098,0.115535212,8.288084917,103.2406677,0.516683355,10.54046276,107.3886833,0.536864906,10.97753034,119.5495104,0.524872657,10.9440562,118.880663,,,,
0.099,0.126038413,8.381872,103.688536,0.527277511,10.64784888,107.3835497,0.547962087,11.09718184,119.651497,0.535816713,11.06296432,118.9736876,,,,
0.1,0.126218729,8.486453455,103.8172141,0.537979051,10.75522985,107.3783643,0.559179023,11.21693527,119.7534363,0.546879678,11.18196565,119.0264648,,,,
0.101,0.126399045,8.591034909,103.9458922,0.548787969,10.8626056,107.3731272,0.570515773,11.33675018,119.8149009,0.558061643,11.30101994,119.0791769,,,,
0.102,0.126579361,8.695616364,104.0745703,0.55970426,10.96997608,107.3678383,0.581972399,11.45662649,119.8763123,0.569362663,11.42012711,119.1318238,,,,
0.103,0.126759677,8.800197818,104.2032484,0.570727919,11.07734126,107.3624976,0.593548964,11.57656416,119.9376703,0.58078279,11.53928711,119.1844056,,,,
0.104,0.126939993,8.904779273,104.3319265,0.581858941,11.18470106,107.3571052,0.605245527,11.69656313,119.9989748,0.592322077,11.65849987,119.236922,,,,
0.105,0.12712031,9.009360727,104.4606045,0.59309732,11.29205545,107.351661,0.61706215,11.81662336,120.0602258,0.603980577,11.77776533,119.2893732,,,,
0.106,0.127300626,9.113942182,104.5892826,0.60444305,11.39940437,107.3461651,0.628998895,11.93674478,120.1214231,0.615758343,11.89708343,119.3417588,,,,
0.107,0.127480942,9.218523636,104.7179607,0.615896126,11.50674776,107.3406175,0.641055822,12.05692735,120.1825667,0.627655426,12.01645409,119.394079,,,,
0.108,0.127661258,9.323105091,104.8466388,0.627456544,11.61408558,107.3350182,0.653232993,12.17717101,120.2436564,0.63967188,12.13587726,119.4463336,,,,
0.109,0.127841574,9.427686545,104.9753169,0.639124296,11.72141778,107.3293672,0.665530469,12.2974757,120.3046922,0.651807757,12.25535288,119.4985224,,,,
0.11,0.12802189,9.532268,105.103995,0.650899377,11.8287443,107.3236646,0.67794831,12.41784137,120.3656739,0.66406311,12.37488087,119.5506455,,,,
0.111,0.128518371,9.637860182,105.1791109,0.662781782,11.93606509,107.3179102,0.690486578,12.53826797,120.4266014,0.676437991,12.49446118,119.6027028,,,,
0.112,0.129014853,9.743452364,105.2542268,0.674771506,12.0433801,107.3121042,0.703145334,12.65875545,120.4874748,0.688932452,12.61409374,119.6546942,,,,
0.113,0.129511334,9.849044545,105.3293427,0.686868541,12.15068928,107.3062466,0.715924637,12.77930374,120.5482938,0.701546546,12.73377849,119.7066196,,,,
0.114,0.130007816,9.954636727,105.4044586,0.699072882,12.25799258,107.3003373,0.72882455,12.8999128,120.6090583,0.714280325,12.85351536,119.7584789,,,,
0.115,0.130504297,10.06022891,105.4795745,0.711384524,12.36528994,107.2943764,0.741845133,13.02058257,120.6697683,0.72713384,12.97330429,119.810272,,,,
0.116,0.131000779,10.16582109,105.5546905,0.72380346,12.47258132,107.2883639,0.754986446,13.14131299,120.7304237,0.740107144,13.09314521,119.8619989,,,,
0.117,0.13149726,10.27141327,105.6298064,0.736329685,12.57986665,107.2822998,0.76824855,13.26210402,120.7910244,0.753200289,13.21303807,119.9136595,,,,
0.118,0.131993742,10.37700545,105.7049223,0.748963191,12.6871459,107.2761841,0.781631505,13.38295559,120.8515702,0.766413327,13.33298279,119.9652537,,,,
0.119,0.132490223,10.48259764,105.7800382,0.761703974,12.794419,107.2700168,0.795135373,13.50386765,120.9120612,0.77974631,13.45297931,120.0167814,,,,
0.12,0.132986705,10.58818982,105.8551541,0.774552027,12.90168591,107.2637979,0.808760213,13.62484014,120.9724971,0.79319929,13.57302756,120.0682426,,,,
0.121,0.133483186,10.693782,105.93027,0.787507344,13.00894658,107.2575275,0.822506086,13.74587302,121.0328779,0.806772317,13.69312749,120.1196372,,,,
0.122,0.132519322,10.80082645,105.9015304,0.800569918,13.11620095,107.2512056,0.836373052,13.86696623,121.0932035,0.820465445,13.81327903,120.1709651,,,,
0.123,0.131555459,10.90787091,105.8727907,0.813739744,13.22344898,107.2448321,0.850361172,13.9881197,121.1534738,0.834278724,13.9334821,120.2222262,,,,
0.124,0.130591595,11.01491536,105.8440511,0.827016814,13.3306906,107.2384071,0.864470505,14.10933339,121.2136887,0.848212206,14.05373666,120.2734204,,,,
0.125,0.129627731,11.12195982,105.8153115,0.840401123,13.43792577,107.2319306,0.878701113,14.23060724,121.2738481,0.862265942,14.17404262,120.3245477,,,,
0.126,0.128663867,11.22900427,105.7865718,0.853892664,13.54515444,107.2254026,0.893053054,14.35194119,121.3339519,0.876439985,14.29439993,120.3756079,,,,
0.127,0.127700004,11.33604873,105.7578322,0.86749143,13.65237656,107.2188231,0.907526389,14.47333519,121.394,0.890734385,14.41480852,120.4266011,,,,
0.128,0.12673614,11.44309318,105.7290925,0.881197414,13.75959207,107.2121922,0.922121178,14.59478918,121.4539924,0.905149194,14.53526833,120.4775271,,,,
0.129,0.125772276,11.55013764,105.7003529,0.895010611,13.86680093,107.2055098,0.936837481,14.71630311,121.5139288,0.919684462,14.65577929,120.5283859,,,,
0.13,0.124808412,11.65718209,105.6716133,0.908931014,13.97400307,107.1987759,0.951675358,14.83787692,121.5738093,0.934340241,14.77634134,120.5791774,,,,
0.131,0.123844549,11.76422655,105.6428736,0.922958615,14.08119846,107.1919907,0.966634869,14.95951055,121.6336337,0.949116582,14.8969544,120.6299014,,,,
0.132,0.122880685,11.871271,105.614134,0.937093409,14.18838704,107.185154,0.981716073,15.08120395,121.6934019,0.964013537,15.01761842,120.680558,,,,
0.133,0.122451301,11.97719673,105.5050518,0.951335387,14.29556875,107.1782659,0.99691903,15.20295707,121.7531139,0.979031155,15.13833333,120.731147,,,,
0.134,0.122021918,12.08312245,105.3959696,0.965684544,14.40274355,107.1713265,1.0122438,15.32476984,121.8127695,0.994169489,15.25909906,120.7816684,,,,
0.135,0.121592534,12.18904818,105.2868875,0.980140872,14.50991139,107.1643356,1.027690442,15.44664221,121.8723687,1.009428588,15.37991555,120.832122,,,,
0.136,0.12116315,12.29497391,105.1778053,0.994704364,14.61707221,107.1572934,1.043259016,15.56857412,121.9319113,1.024808503,15.50078273,120.8825079,,,,
0.137,0.120733766,12.40089964,105.0687231,1.009375014,14.72422596,107.1501998,1.058949582,15.69056552,121.9913973,1.040309286,15.62170053,120.932826,,,,
0.138,0.120304383,12.50682536,104.9596409,1.024152814,14.83137259,107.143055,1.074762198,15.81261634,122.0508265,1.055930986,15.7426689,120.983076,,,,
0.139,0.119874999,12.61275109,104.8505587,1.039037757,14.93851205,107.1358587,1.090696924,15.93472654,122.1101989,1.071673655,15.86368775,121.0332581,,,,
0.14,0.119445615,12.71867682,104.7414765,1.054029836,15.04564429,107.1286112,1.10675382,16.05689605,122.1695143,1.087537343,15.98475704,121.0833721,,,,
0.141,0.119016231,12.82460255,104.6323944,1.069129043,15.15276926,107.1213124,1.122932945,16.17912483,122.2287727,1.1035221,16.10587668,121.1334179,,,,
0.142,0.118586848,12.93052827,104.5233122,1.084335372,15.2598869,107.1139623,1.139234358,16.3014128,122.287974,1.119627977,16.22704662,121.1833955,,,,
0.143,0.118157464,13.036454,104.41423,1.099648814,15.36699716,107.106561,1.155658118,16.42375992,122.3471181,1.135855023,16.34826679,121.2333048,,,,
0.144,0.119992618,13.1517925,104.910717,1.115069364,15.4741,107.0991084,1.172204284,16.54616612,122.4062048,1.15220329,16.46953712,121.2831456,,,,
0.145,0.121827772,13.267131,105.407204,1.130597012,15.58119536,107.0916045,1.188872916,16.66863136,122.4652342,1.168672827,16.59085755,121.332918,,,,
0.146,0.123662926,13.3824695,105.903691,1.146231752,15.6882832,107.0840495,1.205664071,16.79115556,122.524206,1.185263685,16.712228,121.3826219,,,,
0.147,0.12549808,13.497808,106.400178,1.161973576,15.79536345,107.0764432,1.22257781,16.91373868,122.5831203,1.201975913,16.83364842,121.4322571,,,,
0.148,0.127333234,13.6131465,106.896665,1.177822476,15.90243606,107.0687857,1.23961419,17.03638066,122.6419768,1.218809561,16.95511873,121.4818237,,,,
0.149,0.129168388,13.728485,107.393152,1.193778445,16.009501,107.0610771,1.256773272,17.15908144,122.7007756,1.23576468,17.07663887,121.5052295,,,,
0.15,0.131003542,13.8438235,107.889639,1.209841476,16.1165582,107.0533173,1.274055086,17.28181462,122.733181,1.252841319,17.19818267,121.5285684,,,,
0.151,0.132838696,13.959162,108.386126,1.226011559,16.22360762,107.0455064,1.291459667,17.40458014,122.7655252,1.270039502,17.31975006,121.5518404,,,,
0.152,0.13467385,14.0745005,108.882613,1.242288688,16.3306492,107.0376443,1.308987045,17.52737795,122.7978082,1.287359252,17.44134099,121.5750454,,,,
0.153,0.136509004,14.189839,109.3791,1.258672855,16.43768289,107.0297311,1.326637253,17.65020798,122.8300299,1.304800593,17.56295538,121.5981835,,,,
0.154,0.139047865,14.30014764,109.4986336,1.275164051,16.54470864,107.0217668,1.344410323,17.77307017,122.8621903,1.322363548,17.68459318,121.6212546,,,,
0.155,0.141586726,14.41045627,109.6181673,1.291762269,16.65172641,107.0137514,1.362306287,17.89596446,122.8942893,1.340048141,17.80625431,121.6442587,,,,
0.156,0.144125587,14.52076491,109.7377009,1.308467501,16.75873613,107.0056849,1.380325178,18.01889079,122.9263268,1.357854396,17.92793871,121.6671957,,,,
0.157,0.146664448,14.63107355,109.8572345,1.325279739,16.86573776,106.9975674,1.398467027,18.14184909,122.9583028,1.375782334,18.04964631,121.6900656,,,,
0.158,0.149203309,14.74138218,109.9767682,1.342198974,16.97273125,106.9893988,1.416731866,18.26483931,122.9902172,1.393831981,18.17137706,121.7128684,,,,
0.159,0.151742171,14.85169082,110.0963018,1.359225199,17.07971654,106.9811793,1.435119728,18.38786138,123.02207,1.412003358,18.29313088,121.7356041,,,,
0.16,0.154281032,14.96199945,110.2158355,1.376358405,17.18669359,106.9729087,1.453630643,18.51091524,123.0538612,1.430296488,18.41490771,121.7582725,,,,
0.161,0.156819893,15.07230809,110.3353691,1.393598583,17.29366234,106.9645871,1.472264644,18.63400083,123.0855906,1.448711396,18.53670748,121.7808737,,,,
0.162,0.159358754,15.18261673,110.4549027,1.410945726,17.40062274,106.9562145,1.491021762,18.75711809,123.1172582,1.467248104,18.65853013,121.8034077,,,,
0.163,0.161897615,15.29292536,110.5744364,1.428399826,17.50757475,106.947791,1.509902029,18.88026695,123.1488639,1.485906634,18.7803756,121.8258744,,,,
0.164,0.164436476,15.403234,110.69397,1.445960873,17.61451831,106.9393166,1.528905476,19.00344736,123.1804078,1.504687009,18.90224381,121.8482737,,,,
0.165,0.167823637,15.51565491,110.9722277,1.46362886,17.72145337,106.9307912,1.548032135,19.12665925,123.2118897,1.523589253,19.02413471,121.8706057,,,,
0.166,0.171210799,15.62807582,111.2504855,1.481403777,17.82837988,106.9222149,1.567282038,19.24990256,123.2433096,1.542613388,19.14604822,121.8928704,,,,
0.167,0.17459796,15.74049673,111.5287432,1.499285617,17.93529778,106.9135877,1.586655215,19.37317723,123.2746674,1.561759436,19.26798428,121.9150676,,,,
0.168,0.177985121,15.85291764,111.8070009,1.51727437,18.04220703,106.9049096,1.606151698,19.49648319,123.305963,1.58102742,19.38994283,121.9371974,,,,
0.169,0.181372283,15.96533855,112.0852586,1.535370028,18.14910758,106.8961806,1.625771519,19.61982039,123.3371966,1.600417363,19.5119238,121.9592597,,,,
0.17,0.184759444,16.07775945,112.3635164,1.553572582,18.25599938,106.8874008,1.645514708,19.74318875,123.3683678,1.619929287,19.63392712,121.9812545,,,,
0.171,0.188146606,16.19018036,112.6417741,1.571882024,18.36288237,106.8785702,1.665381296,19.86658823,123.3994768,1.639563214,19.75595273,122.0031817,,,,
0.172,0.191533767,16.30260127,112.9200318,1.590298344,18.4697565,106.8696888,1.685371315,19.99001875,123.4305234,1.659319167,19.87800057,122.0250415,,,,
0.173,0.194920928,16.41502218,113.1982895,1.608821534,18.57662173,106.8607566,1.705484795,20.11348026,123.4615077,1.679197167,20.00007056,122.0468336,,,,
